property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities_count,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,reviews_per_month,availability_30,availability_60,availability_90,availability_365,instant_bookable,host_identity_verified,host_since,cancellation_policy,latitude,longitude,guests_included,extra_people,price
Apartment,Entire home/apt,3,3,3,4,27,8,955,8,4,3.7,18,0,88,264,1,1,1970,strict_14_with_grace_period,40.71473366,-73.8841913,3,20,351
Condominium,Shared room,9,4,2,3,38,9,254,13,3,0.7,0,29,22,203,0,1,1874,strict,40.55506952,-73.75234664,4,37,358
House,Entire home/apt,4,2,4,3,15,NA,459,6,5,2.9,21,22,28,250,1,0,813,strict_14_with_grace_period,40.7690755,-73.80727077,3,34,322
Apartment,Entire home/apt,7,4,3,3,12,5,653,6,4,2.3,23,44,36,142,1,0,183,strict,40.50301863,-73.7963681,2,20,280
Bed & Breakfast,Private room,9,3,2,1,23,3,112,9,4,0.4,24,7,38,37,0,1,3263,moderate,40.77028993,-73.9036266,3,8,267
House,Shared room,7,2,4,3,24,6,811,10,4,0,13,33,58,125,1,1,1692,strict_14_with_grace_period,40.89483033,-73.74845498,3,10,269
Bed & Breakfast,Private room,5,1,4,4,36,1,909,11,3,4.5,18,30,10,177,0,1,1112,flexible,40.67850852,-73.99462785,1,6,319
Townhouse,Hotel room,9,4,2,1,19,3,343,10,4,4,8,15,17,245,1,1,3507,strict,40.83687092,-73.92830462,2,9,361
Apartment,Entire home/apt,3,2,3,4,8,7,698,6,2,4.5,25,16,65,246,0,1,1375,moderate,40.72265209,-73.79695665,1,3,282
Bed & Breakfast,Entire home/apt,2,2,3,4,8,9,199,11,2,2.1,30,29,5,185,1,0,2272,strict,40.66627267,-73.84283827,4,47,180
Apartment,Entire home/apt,1,3,1,2,33,2,758,12,5,4.8,18,20,53,247,0,1,3225,strict_14_with_grace_period,40.51072368,-73.83801769,1,10,276
House,Entire home/apt,5,1,3,4,8,7,418,10,3,2.3,0,5,24,331,0,1,3005,strict,40.82519905,-73.82959098,1,9,205
Loft,Entire home/apt,6,1,1,1,22,2,595,7,2,0.4,24,55,39,65,1,1,3409,moderate,40.6478826,-73.77908923,1,2,217
Loft,Entire home/apt,3,2,4,4,15,2,943,7,2,3.4,29,43,87,75,1,1,3474,strict,40.79604537,-73.87708518,1,14,275
Bed & Breakfast,Private room,3,1,4,5,11,2,780,15,3,1,21,1,15,114,0,1,147,moderate,40.55195962,-73.88896361,4,30,167
House,Private room,9,4,3,2,30,1,937,10,2,4.7,6,59,38,108,0,1,482,flexible,40.70523335,-73.74327923,1,3,353
Condominium,Entire home/apt,9,1,2,2,21,7,651,7,3,5,9,13,55,352,1,1,2923,strict,40.64910649,-73.98590244,1,18,305
Townhouse,Entire home/apt,5,4,3,4,31,4,226,9,3,1.3,17,37,83,48,0,1,131,strict,40.71390308,-73.7927371,1,21,401
Bed & Breakfast,Entire home/apt,3,2,2,1,35,4,748,9,3,0.2,25,37,8,245,1,1,481,strict,40.73025709,-73.77397861,4,7,236
Townhouse,Entire home/apt,8,4,1,2,8,2,752,7,2,1.4,2,60,90,336,1,1,1208,flexible,40.6212112,-73.79190917,1,15,449
Townhouse,Entire home/apt,7,4,4,3,36,3,829,10,3,1.7,13,0,28,198,0,1,1673,strict_14_with_grace_period,40.82191502,-73.79185061,4,NA,403
House,Entire home/apt,7,3,4,4,6,6,953,6,2,4.5,2,40,18,117,1,1,285,flexible,40.66096497,-73.7475762,4,9,355
Apartment,Entire home/apt,1,2,4,3,42,9,736,7,4,3.8,8,50,52,332,0,1,2604,strict,40.81841522,-73.78965091,3,23,216
Condominium,Entire home/apt,3,4,5,4,15,3,644,14,3,2.3,10,49,15,134,0,1,2570,flexible,40.62837647,-73.85475172,1,47,282
Condominium,Entire home/apt,2,1,3,2,39,1,813,9,3,3.1,3,21,66,47,1,1,3173,moderate,40.69342897,-73.85352487,1,0,255
Apartment,Entire home/apt,9,2,3,4,24,9,505,5,1,0.2,0,52,75,305,0,1,2499,moderate,40.51558251,-73.95530279,1,9,332
Townhouse,Private room,9,3,2,3,45,4,276,8,2,3.1,28,51,83,199,1,1,3176,strict,40.60210675,-73.80581392,1,7,NA
Condominium,Entire home/apt,5,2,2,3,33,4,919,14,4,4.5,4,0,83,343,0,0,2850,strict_14_with_grace_period,40.7362637,-73.81789708,3,35,273
Townhouse,Entire home/apt,1,2,2,3,19,5,96,9,1,1,1,36,69,238,0,1,3236,moderate,40.69364445,-73.91330479,3,33,99
Condominium,Entire home/apt,1,4,5,5,47,1,140,5,2,1.9,26,50,85,184,1,1,2956,moderate,40.87407238,-73.7993526,2,2,393
House,Private room,2,3,1,2,30,6,240,5,3,4,27,60,52,362,0,1,397,flexible,40.52245293,-73.80810365,4,4,360
Apartment,Entire home/apt,7,2,5,6,12,4,790,8,2,3.6,19,48,90,36,0,1,1493,moderate,40.50418173,-73.98929039,2,13,254
House,Entire home/apt,5,1,1,2,9,2,247,7,4,0.4,7,2,44,174,1,1,2812,strict_14_with_grace_period,40.66450427,-73.95280574,1,33,247
Loft,Shared room,8,4,5,6,16,7,234,4,3,3.3,9,60,52,157,1,0,1666,strict_14_with_grace_period,40.75865001,-73.76498148,2,32,344
Apartment,Entire home/apt,8,1,4,5,30,5,149,11,3,1.5,3,14,28,133,1,1,2676,flexible,40.61325065,-73.89905642,1,36,392
House,Entire home/apt,9,3,3,2,7,5,810,13,2,1.3,15,53,67,30,0,1,3392,moderate,40.80860331,-73.79705223,4,4,314
Loft,Entire home/apt,4,4,4,5,49,9,215,14,5,2.1,6,28,16,24,1,1,1989,moderate,40.65191238,-73.9530387,4,6,503
Bed & Breakfast,Entire home/apt,7,2,2,3,35,1,713,8,3,4.7,3,46,69,167,0,1,935,strict,40.67867126,-73.95383598,2,44,323
Bed & Breakfast,Hotel room,1,1,5,6,21,1,466,12,5,0.9,18,47,47,305,1,1,496,strict_14_with_grace_period,40.68430058,-73.95674856,3,23,232
Bed & Breakfast,Entire home/apt,4,1,3,2,26,7,914,8,3,1.2,25,NA,89,126,0,1,1146,moderate,40.57075204,-73.89985389,4,11,316
Bed & Breakfast,Entire home/apt,3,3,3,3,29,6,591,10,2,4.1,22,44,34,358,1,1,581,moderate,40.56826493,-73.77041368,2,41,297
Condominium,Entire home/apt,1,2,5,4,49,5,95,7,5,3.4,6,49,20,39,1,1,1247,strict,40.70376971,-73.79464251,1,19,321
House,Entire home/apt,6,2,3,4,46,8,65,6,4,2.4,14,31,56,304,0,0,743,strict_14_with_grace_period,40.58110668,-73.95543141,3,33,369
Apartment,Entire home/apt,5,2,4,3,33,9,368,10,5,1.2,30,44,24,135,0,1,3217,moderate,40.87312903,-73.93388795,3,35,325
House,Entire home/apt,8,1,2,3,29,8,456,8,2,3.9,25,17,24,144,0,1,1099,strict,40.53246599,-73.97347871,1,48,347
Apartment,Entire home/apt,9,4,3,3,26,3,486,3,2,2.6,28,22,58,171,1,0,1574,strict,40.89646146,-73.84478116,4,34,349
House,Entire home/apt,2,3,5,5,25,6,1015,17,5,2.8,28,2,62,79,1,1,238,moderate,40.82663002,-73.85583198,4,38,397
Loft,Entire home/apt,5,2,1,1,24,5,961,15,3,2.8,4,27,29,308,0,1,2630,flexible,40.87807343,-73.99475714,1,33,274
Loft,Entire home/apt,4,2,3,2,12,7,1115,7,4,1.7,8,40,37,240,1,1,3365,moderate,40.86360057,-73.91325259,3,32,278
Bed & Breakfast,Private room,2,3,3,2,49,7,142,15,1,1.8,2,2,33,324,0,1,1215,moderate,40.6160624,-73.88065925,1,10,307
Apartment,Entire home/apt,1,4,4,3,37,2,230,14,2,3.9,27,18,10,194,1,1,469,strict_14_with_grace_period,40.56178791,-73.88385425,1,12,456
House,Private room,4,2,5,6,36,5,680,9,4,1.3,26,42,83,101,1,1,2493,flexible,40.87982962,-73.73164785,2,29,282
Townhouse,Entire home/apt,7,3,4,4,38,2,833,12,1,4.9,6,14,71,244,1,1,1858,strict_14_with_grace_period,40.64021647,-73.93940223,3,35,422
Apartment,Entire home/apt,1,3,1,1,18,8,565,10,1,3.8,20,37,35,316,0,1,1032,flexible,40.69555781,-73.95742908,2,42,385
Apartment,Entire home/apt,5,4,2,1,47,4,306,11,5,3.9,0,47,76,365,1,1,2857,moderate,40.85075947,-73.84238769,1,0,302
House,Entire home/apt,8,2,4,3,29,9,1002,13,5,3.5,16,24,65,143,0,1,3286,moderate,40.64457188,-73.71661628,1,0,492
Loft,Private room,8,1,1,2,34,7,315,11,3,4.1,20,42,30,72,0,1,3038,strict_14_with_grace_period,40.80869236,-73.95284033,2,35,212
Apartment,Entire home/apt,4,2,4,5,9,8,663,4,1,3.5,20,21,39,33,0,0,3073,moderate,40.82722033,-73.91867292,1,5,265
Bed & Breakfast,Entire home/apt,1,3,5,5,41,8,1025,10,2,2.5,18,25,44,345,1,1,1128,strict,40.82036867,-73.99823066,1,22,335
Bed & Breakfast,Entire home/apt,1,4,2,3,24,3,709,9,1,1.1,14,49,2,131,0,0,1451,strict,40.69555268,-73.9009224,1,33,240
Condominium,Entire home/apt,8,1,1,1,47,8,697,13,2,4.5,24,29,71,297,1,1,300,flexible,40.63485263,-73.96353394,3,26,385
Bed & Breakfast,Entire home/apt,7,4,2,1,28,3,665,10,2,1.5,18,2,16,52,0,1,3588,strict,40.53835381,-73.89777002,1,27,313
Apartment,Entire home/apt,3,3,5,6,40,9,631,12,5,2.8,28,15,82,256,0,0,3485,strict,40.89135472,-73.9054163,3,35,447
Loft,Entire home/apt,7,4,1,1,46,6,1015,7,1,0.9,29,27,24,314,0,0,66,flexible,40.53202757,-73.89374171,1,13,382
Apartment,Entire home/apt,8,1,2,3,29,5,446,8,5,3.2,15,2,0,119,0,1,682,strict,40.5375763,-73.94161382,1,20,308
Bed & Breakfast,Entire home/apt,6,1,4,5,11,7,630,10,5,2.9,28,53,70,181,1,1,1865,moderate,40.69511135,-73.89899881,4,7,306
Condominium,Entire home/apt,9,2,5,6,42,3,994,11,4,3,4,49,33,39,0,0,1343,strict_14_with_grace_period,40.74167258,-73.91614452,4,30,445
Loft,Private room,5,2,5,6,21,3,424,9,2,3.9,27,28,38,326,0,0,1159,flexible,40.60626602,-73.88959562,3,22,367
Condominium,Private room,4,3,2,2,29,7,38,7,2,1.5,10,16,59,176,1,1,1422,strict_14_with_grace_period,40.679632,-73.96040007,1,30,319
Apartment,Entire home/apt,3,1,5,6,39,1,306,9,2,4.9,5,14,53,249,0,1,140,flexible,40.79123225,-73.89280216,2,35,252
Loft,Entire home/apt,3,1,2,2,31,1,805,14,5,3.7,19,59,58,187,1,1,864,strict,40.86816913,-73.72567781,1,9,241
Townhouse,Private room,7,2,4,5,15,3,417,12,2,4.2,27,2,81,264,0,0,1930,moderate,40.57097399,-73.80714836,1,41,295
Bed & Breakfast,Hotel room,7,3,2,2,40,6,1099,10,4,0.3,24,25,62,344,0,1,1320,moderate,40.52575851,-73.9205956,1,12,267
Loft,Entire home/apt,8,2,3,4,7,8,223,10,4,0.6,8,18,20,191,1,1,3396,strict,40.67409078,-73.95433536,1,30,264
Townhouse,Hotel room,9,2,3,2,22,3,391,8,4,2,27,20,83,7,0,0,3501,strict_14_with_grace_period,40.68134641,-73.85142223,3,12,324
Condominium,Hotel room,1,4,2,2,48,7,47,9,3,0.3,12,25,32,NA,1,1,2545,strict,40.70119574,-73.95760535,1,31,331
Loft,Private room,3,3,4,4,8,5,1032,9,4,0.6,17,22,8,220,0,1,1675,strict_14_with_grace_period,40.53046375,-73.71926452,1,27,289
Loft,Entire home/apt,3,1,4,3,38,6,248,14,5,4.4,1,42,28,30,1,0,3065,flexible,40.57992228,-73.99472968,2,6,235
Loft,Entire home/apt,5,4,5,4,44,9,32,8,3,0.4,26,4,22,294,1,1,1233,strict,40.57928735,-73.85183695,2,45,411
Apartment,Shared room,6,2,5,5,21,9,1031,8,3,5,27,14,84,223,0,0,2323,strict,40.50280603,-73.92456682,3,7,321
Condominium,Entire home/apt,3,3,5,4,25,6,187,10,5,3.1,13,44,46,264,0,1,3520,flexible,40.52515998,-73.83646346,1,24,304
Condominium,Entire home/apt,7,3,5,6,28,4,914,10,5,2.9,17,59,25,15,0,1,348,strict,40.8623715,-73.97259058,3,15,368
House,Entire home/apt,2,1,5,6,48,3,943,15,3,0.4,30,53,62,14,0,0,1520,strict_14_with_grace_period,40.89652767,-73.84100685,4,34,348
Apartment,Entire home/apt,8,3,2,2,36,3,879,15,1,1.2,16,55,29,103,0,1,994,flexible,40.66794444,-73.99997336,4,19,411
Condominium,Shared room,7,2,3,4,45,9,617,6,5,2.4,30,60,69,348,1,1,757,flexible,40.71317784,-73.83951652,3,8,372
Loft,Entire home/apt,7,2,4,4,48,4,870,6,2,0.9,19,15,53,7,1,1,686,moderate,40.51199692,-73.78293074,1,3,400
Townhouse,Shared room,6,4,4,4,29,4,327,10,3,1.9,15,20,10,293,1,1,2378,strict,40.53050242,-73.95525925,1,29,420
Apartment,Entire home/apt,7,1,3,4,21,1,353,10,2,1.6,30,21,40,91,1,0,1162,moderate,40.70321341,-73.97337973,4,21,333
Loft,Entire home/apt,4,2,3,4,34,6,1104,13,5,0.3,12,57,1,211,0,1,84,strict_14_with_grace_period,40.78968104,-73.87410466,3,21,345
Condominium,Entire home/apt,2,4,3,2,34,1,475,12,2,0.5,28,45,1,67,0,1,205,flexible,40.85753451,-73.84991011,3,22,400
Condominium,Entire home/apt,4,3,1,1,12,5,776,6,1,0.2,20,55,77,72,1,1,539,flexible,40.8138338,-73.94732511,2,33,341
Townhouse,Entire home/apt,8,1,2,3,38,7,267,5,4,2.6,16,25,22,263,1,1,192,strict_14_with_grace_period,40.78421312,-73.77503604,4,25,271
NA,Entire home/apt,6,1,5,5,47,8,487,11,3,3.4,5,56,47,291,1,1,2561,strict,40.64706803,-73.95017783,2,7,399
House,Entire home/apt,2,4,4,5,34,1,612,1,3,0.6,3,59,30,290,0,1,214,strict,40.52617699,-73.94920534,1,23,306
Bed & Breakfast,Private room,8,4,2,1,38,1,98,16,4,3.3,24,59,38,315,1,1,1401,moderate,40.84879736,-73.81478458,4,34,394
Townhouse,Entire home/apt,8,2,5,4,28,8,199,9,3,0.5,17,32,50,1,1,0,382,flexible,40.69773991,-73.87655667,2,20,462
Apartment,Private room,2,3,5,6,48,9,865,4,3,1.8,13,33,48,17,1,1,2292,flexible,40.61127973,-73.99263258,4,20,294
Townhouse,Private room,7,4,2,1,40,5,448,7,5,1.1,0,6,88,312,1,1,2038,strict,40.57663477,-73.88854925,2,33,356
House,Private room,1,3,1,2,24,6,801,14,3,1.3,10,28,41,344,1,1,1229,strict_14_with_grace_period,40.84225193,-73.76913072,4,47,247
Castle,Entire home/apt,4,4,1,1,28,7,938,13,2,1.4,5,50,83,NA,0,1,2165,flexible,40.53519603,-73.96263252,1,43,319
Loft,Entire home/apt,2,4,1,1,26,7,945,19,3,0.4,27,24,58,12,0,1,173,moderate,40.5161552,-73.7264001,3,28,182
House,Shared room,2,1,5,4,8,1,793,17,2,4.2,5,0,76,212,0,1,3032,strict,40.83178297,-73.90899193,3,9,276
Bed & Breakfast,Entire home/apt,7,4,5,4,31,7,375,8,4,0.9,10,54,13,328,1,1,2160,flexible,40.64379284,-73.71174744,1,10,288
Townhouse,Entire home/apt,4,2,3,2,6,9,702,5,5,4.8,10,50,9,150,0,1,1026,moderate,40.70329718,-73.9223642,1,8,305
Condominium,Entire home/apt,9,1,4,4,38,9,868,13,5,0.3,22,59,37,295,1,0,1832,moderate,40.88269967,-73.96615091,2,35,472
House,Entire home/apt,8,3,2,1,8,8,1052,7,3,0.2,4,57,33,211,0,1,2928,strict,40.58821686,-73.88182527,3,NA,277
Apartment,Private room,9,1,2,2,29,7,361,10,2,4.6,3,28,5,145,1,0,3118,flexible,40.5328759,-73.78437629,4,19,302
Bed & Breakfast,Entire home/apt,1,2,4,3,24,2,676,19,3,1.6,28,42,14,76,0,1,3187,moderate,NA,-73.81682023,2,2,224
Townhouse,Shared room,3,1,3,4,25,1,395,11,4,0.1,0,42,65,360,0,1,2765,strict,40.56459193,-73.86935861,2,7,182
Condominium,Entire home/apt,9,2,2,2,12,9,295,5,NA,2,6,60,12,129,0,1,2852,strict,40.78594084,-73.7468491,4,12,289
House,Entire home/apt,7,3,4,5,17,3,423,9,5,0.4,2,38,3,47,0,1,78,flexible,40.61468156,-73.88845442,2,30,323
House,Private room,3,1,3,2,25,3,625,13,4,3,6,46,60,206,1,1,1449,strict,40.88447103,-73.97405912,2,30,235
Townhouse,NA,6,2,5,5,39,3,474,13,2,3.5,27,50,84,348,1,1,39,strict_14_with_grace_period,40.52551363,-73.94531871,4,17,328
Apartment,Entire home/apt,2,1,3,3,36,9,308,14,5,0.6,27,16,70,52,0,1,2811,strict_14_with_grace_period,40.57382075,-73.92214074,1,4,377
Bed & Breakfast,Entire home/apt,3,3,2,2,38,6,285,17,4,0.2,5,50,88,275,0,1,3486,strict,40.88023703,-73.73525356,4,35,325
Loft,Entire home/apt,4,3,2,2,19,9,616,7,2,3.6,1,5,6,163,1,1,1263,strict_14_with_grace_period,40.74178714,-73.73653279,4,25,265
Loft,Private room,4,1,2,2,27,2,833,9,4,4.3,14,8,30,122,0,1,2894,flexible,40.71398339,-73.94922585,2,40,190
House,Entire home/apt,1,1,2,2,16,7,199,6,4,2.6,21,52,43,2,1,1,997,strict,40.60343024,-73.72596554,1,30,174
Bed & Breakfast,Entire home/apt,2,3,1,1,43,2,687,14,4,2.9,19,37,78,204,1,1,3004,flexible,40.83325344,-73.83278843,2,15,237
Townhouse,Entire home/apt,2,2,5,4,36,3,50,10,3,4.9,0,9,32,97,1,1,2063,flexible,40.6266198,-73.72981319,1,15,276
House,Hotel room,4,4,3,3,22,1,72,5,2,4.6,26,26,16,210,1,1,1269,strict_14_with_grace_period,40.64624918,-73.76283612,NA,0,359
Condominium,Entire home/apt,3,3,3,4,12,8,102,12,1,0.9,19,13,5,82,0,1,1404,moderate,40.80706925,-73.9265458,3,11,260
Loft,Hotel room,9,2,1,2,19,2,83,19,4,2.3,9,10,38,318,0,1,3434,strict,40.85858558,-73.95512878,3,17,316
Condominium,Entire home/apt,9,4,4,5,38,1,920,10,3,2.8,29,38,63,103,1,0,1180,strict,40.67419201,-73.85015227,1,46,453
Condominium,Private room,1,2,1,1,21,8,870,8,1,3.1,18,52,68,104,1,1,699,strict,40.79554338,-73.82441763,2,7,268
Apartment,Entire home/apt,4,4,4,4,31,3,396,8,5,2,25,NA,12,232,1,0,NA,strict,40.61616521,-73.86796144,1,45,263
House,Entire home/apt,4,1,2,3,37,4,45,10,3,3.5,29,41,36,304,0,1,2254,moderate,40.67093108,-73.85261341,2,23,267
Loft,Entire home/apt,6,4,2,3,16,8,961,10,1,1.8,24,31,13,172,1,1,3009,strict,40.75360663,-73.73089455,3,6,371
Bed & Breakfast,Private room,9,4,2,2,14,6,120,13,3,3,27,49,84,246,1,1,NA,strict_14_with_grace_period,40.74069056,-73.94363281,1,16,412
Loft,Entire home/apt,7,4,5,5,12,1,791,12,1,1.2,30,49,79,303,1,1,547,flexible,40.7985381,-73.77987229,1,19,421
Loft,Entire home/apt,5,3,3,3,12,9,332,11,1,3,21,25,55,173,0,0,217,flexible,40.7347488,-73.73084272,1,44,399
Condominium,Entire home/apt,6,3,1,2,11,7,930,14,2,4.7,27,49,63,268,1,0,2876,flexible,40.61340979,-73.90660165,2,31,270
Townhouse,NA,9,4,1,1,24,7,150,8,5,3.2,14,8,8,2,0,1,374,flexible,40.87639803,-73.88319751,2,31,335
Townhouse,Entire home/apt,1,4,3,NA,19,7,467,10,5,1.5,24,7,21,299,0,0,2674,flexible,40.66142056,-73.88087346,3,32,318
Apartment,Entire home/apt,8,2,3,2,16,5,1077,14,3,1.5,29,36,28,339,0,1,1181,strict,40.74169779,-73.99991261,2,29,438
House,Entire home/apt,4,1,1,1,40,5,47,7,4,1.1,0,34,83,152,0,0,2446,strict_14_with_grace_period,40.89304929,-73.83316586,4,34,261
Townhouse,Entire home/apt,5,1,2,3,22,4,763,9,3,2,3,22,57,155,0,0,931,flexible,40.63924543,-73.79942016,1,26,228
Condominium,Entire home/apt,5,4,5,4,12,3,675,2,3,4.8,17,23,10,83,1,1,36,moderate,40.58038525,-73.84622142,NA,6,337
Apartment,Entire home/apt,3,NA,3,3,19,8,370,11,2,4.8,2,8,28,225,0,1,965,flexible,40.50095925,-73.73662392,3,3,362
Condominium,Private room,4,1,2,2,17,9,93,6,4,1.6,3,57,53,231,0,1,477,flexible,40.56301462,-73.88357002,2,48,294
Apartment,Entire home/apt,5,1,4,4,26,1,350,9,3,3.2,7,7,53,253,1,1,3490,flexible,40.52320764,-73.84505346,2,49,280
Apartment,Entire home/apt,8,4,5,4,21,3,963,12,1,1,1,53,2,286,1,1,2669,flexible,40.79616223,-73.93292389,4,34,367
House,Private room,2,2,5,4,44,8,928,8,3,3.7,4,50,21,107,0,1,910,flexible,40.69822053,-73.85121242,2,5,399
Condominium,Entire home/apt,9,4,5,6,15,9,709,12,2,3.6,28,38,4,205,0,1,2344,flexible,40.76448068,-73.98169282,1,29,477
Bed & Breakfast,Private room,3,3,1,1,11,7,395,8,2,1.7,16,24,34,285,0,1,3494,strict_14_with_grace_period,40.64408103,-73.81402384,2,19,277
Townhouse,Entire home/apt,3,1,3,4,10,4,398,9,4,3.1,22,38,36,281,1,1,1778,strict,40.63121884,-73.8598947,2,4,244
Bed & Breakfast,Private room,4,2,3,3,7,5,964,7,1,4.2,24,7,39,199,0,0,1352,flexible,40.72702473,-73.78723748,4,19,255
Townhouse,Entire home/apt,9,2,3,3,37,9,520,19,4,3.7,13,29,NA,152,0,0,2068,strict_14_with_grace_period,40.55168504,-73.80471086,2,25,425
Apartment,Entire home/apt,8,3,5,NA,35,7,112,7,4,3.8,19,3,55,233,1,1,646,moderate,40.68942203,-73.83762293,2,21,299
Condominium,Entire home/apt,4,3,5,4,42,3,666,15,NA,0.5,27,53,39,315,0,0,393,flexible,40.53155854,-73.76865877,2,9,314
House,Private room,5,1,2,1,38,8,855,7,4,2.1,24,52,83,164,1,0,1690,strict_14_with_grace_period,40.86924517,-73.75593083,2,8,304
House,Entire home/apt,8,2,3,3,16,6,525,7,3,1.5,20,54,27,255,0,1,805,strict,40.85563831,-73.8695056,1,36,408
Bed & Breakfast,Entire home/apt,3,4,4,4,13,3,824,17,4,3.1,9,34,60,169,0,1,268,moderate,40.53176003,-73.96070534,3,28,307
House,Private room,9,4,5,6,36,6,436,12,1,2.2,10,55,15,181,0,1,2793,moderate,40.74538819,-73.89137637,4,25,544
House,Shared room,9,4,3,4,26,9,762,14,4,1.3,27,53,68,227,1,0,591,moderate,40.59377958,-73.84350818,1,33,347
Loft,Entire home/apt,1,4,4,4,18,7,479,7,3,2.6,27,14,7,208,1,0,1416,moderate,40.6566984,-73.9486638,3,8,359
Apartment,Entire home/apt,9,2,5,5,18,9,329,14,1,4.1,19,56,38,252,1,1,2723,moderate,40.57305279,-73.82371234,4,17,399
Apartment,Entire home/apt,3,4,1,1,43,7,994,8,2,3.8,30,26,44,3,1,1,2986,strict_14_with_grace_period,40.73825237,-73.98609142,2,17,239
House,Entire home/apt,7,4,4,3,40,7,390,6,2,1.6,15,49,68,330,0,1,2614,strict_14_with_grace_period,40.70371386,-73.92001051,2,6,407
Condominium,Hotel room,8,1,1,2,9,7,378,11,4,4.7,3,58,45,57,0,1,2643,strict_14_with_grace_period,40.57447975,-73.72085896,3,15,312
Condominium,Entire home/apt,5,3,4,3,30,9,245,11,3,3.7,7,20,35,110,1,1,2271,flexible,40.64385179,-73.76565611,3,47,332
House,Entire home/apt,6,3,4,5,23,2,739,5,2,0.9,2,1,50,57,0,0,1169,strict,40.66216716,-73.76167846,1,36,276
Apartment,Private room,4,1,2,3,49,5,802,5,3,4.7,22,56,60,252,1,1,2532,strict,40.69140207,-73.77657257,2,13,-258
Bed & Breakfast,Entire home/apt,9,NA,1,1,22,8,673,7,2,4.1,30,0,31,286,1,1,2752,moderate,40.57784718,-73.75128562,4,24,291
Condominium,Entire home/apt,1,1,NA,4,14,4,813,8,2,4.9,4,21,41,313,1,1,1209,strict,40.84489027,-73.70957303,3,0,313
Condominium,Entire home/apt,1,2,5,5,43,8,198,7,2,4.2,17,12,85,6,0,0,2657,moderate,40.50318337,-73.74309118,1,NA,485
House,Entire home/apt,5,4,1,2,38,3,176,12,2,1,8,36,76,82,0,1,1112,flexible,40.86128073,-73.74802778,2,28,341
Townhouse,Entire home/apt,1,4,5,5,46,3,1121,8,5,1.1,18,36,86,68,1,1,2899,flexible,40.57433894,-73.9907821,3,12,456
Bed & Breakfast,Entire home/apt,8,1,5,5,18,9,561,7,3,1.3,23,54,72,132,1,0,2881,strict_14_with_grace_period,40.78298156,-73.96914263,3,24,253
Apartment,Private room,5,3,4,5,36,1,782,7,2,3.8,20,32,67,44,1,1,858,flexible,40.83238908,-73.97723446,2,27,284
Condominium,Entire home/apt,8,4,3,2,12,1,499,4,3,3.5,30,53,14,208,0,1,3303,strict,40.77331564,-73.80103763,1,0,380
Bed & Breakfast,Entire home/apt,6,1,3,3,8,8,612,7,3,1,5,42,14,298,0,1,1470,strict,40.5338779,-73.71665199,4,40,231
Bed & Breakfast,Entire home/apt,5,4,4,5,8,9,164,9,1,1.3,1,44,54,228,1,0,3624,moderate,40.83538177,-73.73950563,4,30,278
House,Entire home/apt,5,2,3,2,40,9,423,12,1,0.1,17,32,1,131,0,1,3232,strict_14_with_grace_period,40.84093668,-73.89450531,1,40,368
Condominium,Entire home/apt,9,2,3,4,21,1,1050,8,4,1.3,8,25,50,352,0,1,754,flexible,40.50431963,-73.90631908,1,20,451
Bed & Breakfast,Entire home/apt,2,1,1,1,7,7,1070,9,3,4.8,22,40,34,258,1,1,2058,moderate,40.71175648,-73.98168117,4,30,185
Apartment,Entire home/apt,4,4,2,3,5,2,761,21,2,4.9,2,54,29,116,0,1,412,strict_14_with_grace_period,40.72845421,-73.81224598,3,49,269
Condominium,Private room,3,4,1,1,36,6,140,7,2,0.7,29,33,68,126,0,1,1084,strict_14_with_grace_period,40.85457612,-73.80046042,1,0,285
House,Entire home/apt,4,3,2,1,48,1,175,13,5,4.9,1,3,29,301,0,0,476,flexible,40.61453175,-73.8330873,1,29,372
Bed & Breakfast,Private room,6,1,2,2,41,6,43,8,3,1.2,5,6,24,151,0,1,844,moderate,40.78884078,-73.91962775,1,4,320
House,Entire home/apt,5,4,1,1,48,3,802,8,2,3.8,0,49,40,65,1,1,414,moderate,40.80008795,-73.99644996,1,18,409
Bed & Breakfast,Entire home/apt,4,4,2,3,39,6,249,8,2,3.9,1,28,23,12,0,1,2797,moderate,40.50333166,-73.8189992,4,18,325
Apartment,Entire home/apt,1,2,3,2,40,3,795,9,3,4.6,7,55,33,89,1,1,2947,flexible,40.565133,-73.81627698,3,37,293
Bed & Breakfast,Private room,5,2,3,2,20,6,808,9,3,3.8,16,15,2,300,0,1,2736,strict_14_with_grace_period,40.70462615,-73.77501157,1,5,227
Apartment,Entire home/apt,1,4,1,1,40,7,286,12,5,NA,25,41,6,152,0,1,2303,moderate,40.53739413,-73.94088583,1,4,368
Townhouse,Entire home/apt,3,4,3,2,42,1,232,5,5,1.3,14,50,8,167,1,1,1042,strict_14_with_grace_period,40.53011921,-73.87628034,2,5,362
Apartment,Entire home/apt,8,2,2,3,40,3,826,11,3,2.6,27,12,75,338,1,0,640,strict_14_with_grace_period,40.89476547,-73.95888518,3,43,350
Loft,Private room,2,1,5,4,35,9,1107,6,3,1.7,13,12,86,161,1,1,124,strict_14_with_grace_period,40.50846133,-73.88840791,1,26,266
